"CustomerID","Recency","Frequency","Monetary"
13464,58.3743055555556,41,674.68
13466,184.30625,17,307.9
13467,10.5826388888889,99,1083.71
13468,1.55625,302,5704.97
13470,99.3770833333333,10,165
13471,1.34444444444444,260,2531.58
13473,60.5277777777778,21,422.64
13474,236.421527777778,64,229.59
13475,191.422222222222,86,1431.78
13476,178.5,58,1238.47
13477,37.4972222222222,79,1454.58
13479,200.552083333333,15,300.95
13481,45.6201388888889,109,1804.56
13482,232.289583333333,11,184.64
13483,65.5048611111111,10,140.34
13484,241.3125,8,313.8
13485,233.418055555556,23,454.24
13486,78.4493055555556,69,1122.41
13487,57.4951388888889,34,575.4
13488,17.3881944444444,422,8968.31
13489,105.447222222222,14,449.52
13491,51.6444444444444,86,1215.82
13492,136.399305555556,50,1269.84
13493,275.350694444444,8,618.63
13494,311.501388888889,18,316.26
13495,7.52708333333333,48,2044.87
13496,10.5430555555556,35,653.33
13497,282.622222222222,19,348.05
13499,17.5270833333333,42,1159.11
13500,23.3506944444444,65,1166.77
13501,288.209027777778,52,1340.32
13502,16.55625,18,292
13503,71.4423611111111,17,216.85
13504,64.4444444444444,22,295.93
13505,72.5027777777778,215,4393.63
13506,316.421527777778,26,458.52
13507,3.44930555555556,162,2479.16
13508,243.501388888889,12,110.97
13509,8.57638888888889,44,979.72
13510,1.42638888888889,115,1791.56
13512,260.58125,15,251.21
13513,126.506944444444,10,205.1
13514,73.5979166666667,4,152.2
13515,72.5236111111111,59,891.12
13516,21.4479166666667,44,1389.41
13517,59.5118055555556,141,2128.42
13518,85.5631944444444,38,659.44
13519,78.2333333333333,8,122.75
13520,58.5694444444444,93,3624.35
13521,1.42361111111111,436,1093.65
13522,30.3673611111111,5,125.8
13523,33.3673611111111,172,3964.88
13524,40.4763888888889,27,680.18
13525,14.4993055555556,6,628.78
13527,33.4972222222222,223,2287.51
13529,78.6145833333333,15,307.76
13531,205.294444444444,22,483.8
13532,33.4826388888889,66,210.31
13533,182.504166666667,76,270.79
13534,2.38055555555556,296,5870.08
13536,1.30694444444444,179,3448.29
13538,43.3097222222222,25,1280.85
13539,85.5708333333333,37,631.34
13544,39.5020833333333,87,291.41
13546,12.3819444444444,98,626.99
13548,96.3819444444444,124,682.41
13549,25.6111111111111,51,918.2
13551,319.384722222222,4,91.8
13552,66.3618055555555,109,3740.07
13555,73.475,136,4149.28
13557,28.3583333333333,34,584.06
13558,5.525,175,605.06
13560,7.45069444444444,33,174.37
13561,215.472916666667,14,141.86
13562,81.5479166666667,82,1799.33
13563,84.3854166666667,49,777.53
13564,144.39375,83,1749.02
13565,19.39375,38,240.22
13566,40.5006944444444,176,874.71
13568,173.3875,44,192.85
13569,17.4534722222222,85,373.75
13570,243.433333333333,27,239.49
13571,12.5506944444444,341,2092.32
13572,205.500694444444,33,1384.25
13573,50.39375,26,294.4
13575,23.4486111111111,46,732.07
13576,10.3513888888889,126,6717.34
13577,25.3618055555556,83,1687.6
13579,14.6381944444444,23,467.04
13581,309.388194444444,10,118
13583,155.555555555556,53,781.03
13584,306.465972222222,24,142.4
13587,63.4784722222222,8,712.4
13588,15.5541666666667,174,2478.95
13589,14.4930555555556,21,379.65
13590,11.4625,87,1981.92
13591,64.4819444444445,58,1117.13
13592,35.5909722222222,16,247.96
13593,108.434027777778,128,2037.08
13594,52.5701388888889,26,396.97
13596,5.49930555555556,166,697.04
13598,47.3972222222222,40,180.17
13599,1.32638888888889,247,5153.67
13600,312.35625,19,219.52
13601,45.2701388888889,99,693.32
13602,64.5090277777778,23,428.89
13603,26.3354166666667,27,164.34
13606,29.2597222222222,43,280.54
13607,40.3215277777778,98,678.01
13610,12.3486111111111,226,1131.88
13611,89.38125,74,1171.8
13614,24.3840277777778,201,1610.46
13615,318.652083333333,23,417.69
13617,40.4236111111111,44,544.18
13618,173.535416666667,13,177.34
13621,116.648611111111,19,213.85
13623,30.5,81,747.78
13626,252.579861111111,19,257.23
13627,59.4027777777778,92,1638.47
13629,23.44375,59,7792.36
13630,5.36388888888889,71,2031.78
13631,99.5854166666667,11,3070.42
13632,24.5479166666667,146,2121.27
13634,33.4305555555556,188,1575.16
13635,67.5451388888889,62,1071.03
13636,36.5625,63,949.12
13637,52.4361111111111,101,810.5
13638,15.5569444444444,8,122.64
13639,74.4333333333333,40,1033.34
13642,215.476388888889,66,354.8
13643,31.3493055555556,28,519.44
13644,16.4118055555556,146,2624.26
13645,120.325694444444,5,252.1
13647,9.5,79,1678.12
13649,256.50625,23,346.6
13650,16.4847222222222,96,1836.34
13651,35.3756944444444,6,94.2
13652,45.63125,63,1095.08
13654,43.3166666666667,166,2707.33
13655,114.399305555556,56,932.97
13656,164.561805555556,49,379.65
13657,10.4777777777778,16,382.14
13658,9.57430555555556,108,2639.17
13659,205.474305555556,104,1573.2
13662,85.4972222222222,53,897.76
13663,179.344444444444,13,189.47
13666,60.3479166666667,12,84.65
13667,149.345833333333,87,305.02
13668,2.49236111111111,470,6363.59
13669,50.6027777777778,9,218.55
13670,75.3576388888889,25,349.7
13672,301.421527777778,6,186.39
13673,18.4923611111111,65,396.92
13675,151.460416666667,25,486.82
13678,151.573611111111,16,232.6
13680,1.42569444444444,195,3722.42
13681,17.5326388888889,57,827.83
13682,187.4125,3,59.5
13684,285.574305555556,30,67.23
13685,2.51319444444444,39,3119.44
13686,182.618055555556,8,72
13689,63.44375,6,910
13690,59.3729166666667,9,172.25
13692,24.5298611111111,53,1488.32
13694,3.60277777777778,568,65039.62
13695,31.3986111111111,90,2504.13
13697,38.6152777777778,12,151.3
13699,155.297916666667,14,308.58
13700,26.4583333333333,197,2265.12
13703,318.451388888889,1,99.5
13704,5.36597222222222,134,2308.06
13705,7.47777777777778,28,711.86
13706,302.610416666667,20,330.79
13707,267.247916666667,48,806.41
13708,271.426388888889,51,296.88
13709,3.56388888888889,336,6328.05
13710,31.6555555555556,8,180.48
13711,218.561805555556,13,252.06
13712,246.477083333333,10,228.84
13715,281.19375,105,1079.34
13716,269.424305555556,21,138.28
13717,32.4076388888889,102,1445.01
13718,246.441666666667,12,306.55
13719,15.3569444444444,60,1041.68
13720,116.468055555556,43,799.9
13721,36.4131944444444,28,524.14
13722,131.469444444444,85,2375.41
13723,217.288888888889,6,199.85
13725,49.58125,104,1980.56
13726,38.5493055555556,42,1079.66
13727,28.5930555555556,20,333.48
13728,36.5493055555556,63,1016.14
13730,135.642361111111,43,752.6
13731,219.39375,38,610.59
13732,28.3409722222222,33,491.86
13735,24.5319444444444,196,2885.24
13736,5.36180555555556,191,731.9
13737,200.311111111111,30,339.6
13739,18.4340277777778,3,216.9
13740,240.561111111111,23,350.75
13741,71.6118055555555,34,668.43
13742,16.5368055555556,321,3131.02
13743,2.57708333333333,41,1341.6
13744,95.3618055555555,72,1156.36
13745,162.303472222222,25,300.04
13747,373.557638888889,1,79.6
13748,95.59375,28,948.25
13750,53.4888888888889,24,1647.26
13751,288.336111111111,9,296.25
13752,124.405555555556,76,1186.28
13753,287.466666666667,35,741.26
13754,151.50625,12,282.6
13755,3.48194444444444,342,2161.35
13756,2.30277777777778,142,5189.52
13758,11.5340277777778,117,3190.55
13759,33.3840277777778,25,659.41
13760,54.3243055555556,57,286.79
13761,50.4159722222222,70,1070.65
13762,218.614583333333,7,306.72
13763,63.3659722222222,15,1714.96
13764,70.4979166666667,208,1521.76
13767,2.375,368,17220.36
13769,2.36944444444444,135,2796.51
13771,64.4041666666667,119,2634.45
13772,33.5118055555556,177,1132.13
13774,81.4958333333333,22,345
13777,0.482638888888889,197,25977.16
13778,103.357638888889,9,178.7
13780,7.42430555555556,57,360.01
13781,250.494444444444,17,127.84
13782,12.5041666666667,115,912
13784,9.60208333333333,31,2462.79
13786,367.421527777778,7,230.4
13787,75.4958333333333,31,309.04
13790,4.34166666666667,45,348.8
13791,127.511111111111,11,1516
13792,66.3951388888889,13,195.55
13798,1.33958333333333,349,37153.85
13799,116.495138888889,39,688.86
13800,309.48125,33,558.32
13801,66.5729166666667,23,324.8
13802,138.545833333333,60,4599.42
13803,255.460416666667,17,277.07
13804,30.4777777777778,137,2635.79
13805,52.3819444444444,13,924.6
13806,63.5118055555556,10,256.38
13807,367.341666666667,7,112.6
13808,5.4875,76,1747.66
13809,305.447916666667,12,155.05
13810,28.64375,35,1499.01
13811,183.5875,13,814.5
13812,42.3979166666667,36,539
13813,39.5569444444444,69,1366.86
13814,92.425,57,1579.12
13815,22.4034722222222,176,4027.36
13816,23.6402777777778,28,571.67
13817,29.2576388888889,24,382.98
13819,301.556944444444,36,1140.35
13821,144.590972222222,59,385.64
13822,5.49097222222222,96,632
13823,18.5680555555556,40,957.66
13824,32.4715277777778,46,1698.94
13826,176.425,10,189.5
13827,57.4736111111111,93,412.05
13828,22.3319444444444,15,209.49
13831,16.3465277777778,74,2202.99
13832,19.35,3,52.2
13833,159.439583333333,29,384.8
13835,25.3493055555556,55,834.57
13837,211.493055555556,19,271.24
13838,5.54166666666667,174,691.73
13841,252.493055555556,1,85
13842,58.5479166666667,206,3385.62
13844,11.44375,20,361.62
13845,64.6493055555556,9,312.98
13846,24.4951388888889,55,865.06
13848,92.4597222222222,5,1255
13849,51.5423611111111,101,1537.95
13850,129.413888888889,93,1595.48
13851,95.475,81,2651.46
13853,57.4041666666667,23,1090.14
13854,8.62083333333333,110,8109.52
13856,168.58125,14,388.5
13858,57.3215277777778,11,216.17
13859,326.323611111111,28,201.16
13860,1.46041666666667,76,1245.9
13862,18.3166666666667,139,2209.36
13863,247.569444444444,20,305.78
13865,58.4368055555556,30,501.56
13866,74.3791666666667,7,145.67
13867,31.3416666666667,61,1015.29
13868,7.31111111111111,33,3192.54
13869,123.421527777778,307,3104.95
13870,2.44236111111111,115,2770.94
13871,22.5493055555556,336,6403.25
13873,119.577777777778,23,389.6
13874,358.236111111111,18,540.45
13875,53.6,104,1786.79
13876,63.5680555555556,7,122.7
13877,86.3409722222222,3,117.24
13878,54.4868055555556,36,1281.53
13880,21.4277777777778,165,3219.77
13881,3.46527777777778,178,17159.52
13882,2.53055555555556,65,1191.13
13883,10.5520833333333,142,2674.48
13884,7.3125,59,787.6
13885,189.370138888889,28,506.8
13886,71.4465277777778,16,243.56
13887,204.276388888889,19,349.55
13888,119.574305555556,40,605.63
13889,92.6159722222222,15,416.9
13890,1.35,110,1883.81
13892,26.5069444444444,27,632.97
13893,297.520833333333,21,821.1
13894,23.5944444444444,27,564.62
13895,28.29375,118,2593.07
13897,50.3958333333333,17,311.16
13898,325.563888888889,12,155.93
13899,16.4305555555556,19,388.52
13900,183.190277777778,43,740.95
13901,72.3833333333333,149,2867.2
13904,37.4298611111111,26,332.64
13908,79.5076388888889,122,2369.55
13911,57.3451388888889,148,2580.91
13914,11.5590277777778,33,626.45
13917,49.5861111111111,18,272.04
13918,49.4826388888889,30,1212.84
13919,59.4,28,384.81
13922,351.556944444444,7,172.25
13923,53.4770833333333,20,351.13
13924,1.59791666666667,117,1838.85
13925,92.4673611111111,41,678.25
13926,23.4472222222222,11,223.85
13927,74.5,21,348.99
13928,10.5604166666667,27,464.57
13929,169.356944444444,9,842.65
13930,57.59375,17,337.34
13931,95.575,58,1237.53
13932,294.498611111111,16,307.4
13933,109.414583333333,23,608.79
13934,263.639583333333,31,922.1
13936,179.634027777778,26,376.58
13937,169.309027777778,9,158.85
13938,35.3909722222222,7,71.66
13939,23.4354166666667,45,568.55
13940,17.3645833333333,49,839.14
13941,21.5951388888889,45,5112.96
13946,79.4354166666667,11,561.57
13947,65.3875,5,90.6
13948,360.570833333333,3,102
13949,2.60069444444444,160,2427.32
13950,11.3861111111111,35,745.06
13951,176.303472222222,39,674.45
13952,217.625,137,3251.071
13953,7.33055555555556,20,3515.68
13954,1.46527777777778,25,439.92
13955,154.278472222222,33,322.96
13956,5.44444444444444,152,1026.42
13959,79.3708333333333,92,598.2
13960,21.35625,12,230.22
13962,21.6340277777778,11,169.55
13963,308.386805555556,35,664.54
13967,145.498611111111,2,80.7
13969,7.36736111111111,626,9053.94
13971,18.4958333333333,149,2758.26
13972,70.5041666666667,15,190.25
13973,287.360416666667,11,264.7
13974,49.3881944444444,28,413.59
13975,31.4451388888889,338,2526.28
13976,206.615972222222,10,357.98
13978,14.5166666666667,15,196.79
13979,73.4361111111111,54,869.87
13980,60.4347222222222,11,200.14
13982,39.3166666666667,111,1871.81
13983,29.5375,107,2603.43
13984,26.4736111111111,16,920.51
13985,4.2875,349,7060.13
13986,17.375,13,320.46
13988,19.5729166666667,234,4147.96
13989,65.5923611111111,41,1266.08
13990,213.361805555556,16,311.3
13991,12.3208333333333,84,855.97
13992,30.3590277777778,5,76.8
13993,42.6208333333333,121,3466.36
13994,3.53819444444444,155,2313.14
13995,15.4013888888889,86,1393.69
13999,10.4305555555556,208,3901.81
14000,211.298611111111,15,635.66
14001,45.5618055555556,39,2043.08
14002,134.336805555556,47,529.73
14004,43.3888888888889,171,4582.64
14005,9.47152777777778,84,2874.72
14006,115.597916666667,30,962.19
14009,198.342361111111,42,695.61
14012,277.481944444444,11,328.8
14013,110.374305555556,34,473.02
14014,77.4458333333333,39,505.18
14015,52.5819444444444,20,917.34
14016,161.521527777778,161,4341.21
14019,46.5743055555556,66,1421.61
14020,16.6097222222222,39,642.8
14021,155.343055555556,22,631.9
14022,225.389583333333,28,440
14023,7.41805555555556,31,584.07
14024,121.520833333333,16,327.7
14027,60.6243055555556,6,104.82
14029,63.3847222222222,15,467.66
14030,18.3,243,2360.09
14031,7.28263888888889,250,17286.86
14032,2.35902777777778,143,2975.59
14034,22.4152777777778,89,651.82
14035,28.58125,66,1428.02
14036,284.606944444444,38,626.65
14037,176.41875,28,147.2
14038,78.4326388888889,92,1560.38
14039,33.425,6,152.2
14040,40.4708333333333,235,3614.92
14041,266.440972222222,21,141.41
14044,26.4965277777778,209,652.82
14045,109.35625,6,1659.75
14046,284.383333333333,14,154.99
14047,8.51180555555556,32,1308.61
14048,305.379861111111,85,409.93
14049,16.4861111111111,488,5681.72
14050,31.5833333333333,54,746.36
14051,0.569444444444444,210,15610.39
14052,19.4791666666667,56,225.36
14053,124.397916666667,4,260.25
14054,65.3409722222222,6,92.46
14055,106.372222222222,10,725.64
14056,1.43333333333333,1106,8214.65
14057,23.5611111111111,284,6217.96
14059,266.579166666667,8,183.6
14060,4.47986111111111,202,6140.42
14062,9.58055555555556,111,10464.85
14064,29.4486111111111,80,1353.74
14066,266.485416666667,7,152.55
14067,63.56875,52,374.7
14068,320.331944444444,24,265.85
14071,3.48125,324,1438.82
14073,32.3409722222222,13,151.04
14075,4.64027777777778,43,942.26
14076,129.361805555556,46,122.47
14077,40.4756944444444,42,499.42
14078,101.488888888889,65,1049.37
14079,124.493055555556,12,375.1
14080,32.5354166666667,4,45.6
14081,302.321527777778,153,934.52
14082,364.540277777778,29,182.25
14083,4.44861111111111,181,1018.43
14085,2.42638888888889,450,4448.54
14087,2.47152777777778,69,194.42
14088,10.3222222222222,589,50491.81
14089,56.5569444444444,14,161
14090,324.547916666667,1,76.32
14092,7.49097222222222,214,4076.91
14093,12.3145833333333,105,442.85
14096,4.27986111111111,5111,65164.79
14098,36.5743055555556,21,147.35
14099,16.4215277777778,250,3104.17
14100,137.540972222222,26,194.9
14101,73.4805555555556,35,5976.79
14102,5.34861111111111,79,1360.28
14104,154.465277777778,21,216.21
14105,239.251388888889,74,1266.23
14107,51.4916666666667,123,2703.23
14108,30.5548611111111,34,597.91
14109,72.5708333333333,9,144.2
14110,3.48194444444444,155,5683.15
14111,14.4277777777778,10,692.85
14112,22.4791666666667,160,2915.15
14113,3.4875,34,1840.42
14114,273.595833333333,15,386.53
14116,19.5631944444444,72,1382.74
14117,143.590972222222,3,90
14121,3.48680555555556,159,2780.15
14124,84.4361111111111,5,419.58
14125,10.4673611111111,167,2740.43
14126,7.51041666666667,15,706.13
14127,122.549305555556,44,709.71
14128,60.5,46,637.5
14129,1.54027777777778,52,1123.86
14130,319.329861111111,67,483.86
14132,2.43402777777778,200,3586.03
14133,129.518055555556,28,605.64
14135,1.51527777777778,134,4690.31
14138,1.46944444444444,47,982.38
14139,46.4347222222222,26,415.82
14140,3.62152777777778,66,935.05
14141,2.58819444444444,40,915.13
14142,373.310416666667,22,311.81
14143,133.591666666667,7,115.8
14145,46.4930555555556,11,3742.2
14146,8.57083333333333,210,4191
14147,78.2430555555556,5,483.4
14148,233.498611111111,3,157.2
14149,220.594444444444,28,446.62
14150,35.5798611111111,26,658.64
14152,75.4625,49,621.29
14154,239.315277777778,52,1345.62
14155,266.407638888889,6,118.75
14156,9.54583333333333,1400,117379.63
14157,19.5194444444444,48,432.88
14158,40.3694444444444,41,507.66
14159,19.475,1204,4693.01
14161,215.513194444444,108,1110.52
14162,173.516666666667,25,289.36
14163,87.3625,52,2445.91
14164,70.4833333333333,29,1631.77
14165,275.472916666667,25,122.54
14167,39.3965277777778,52,574.84
14171,98.3034722222222,58,363.79
14173,10.5041666666667,29,450.84
14174,33.4465277777778,26,134.46
14175,59.5034722222222,149,3222.3
14176,297.45,31,576.9
14177,86.3673611111111,42,559.41
14178,8.49930555555556,327,1620.93
14179,40.4951388888889,165,719.78
14180,10.5444444444444,240,4748.52
14184,66.4701388888889,24,452.89
14185,331.422222222222,3,197.65
14188,30.46875,65,2054.36
14189,2.33680555555556,265,4654.08
14191,1.60902777777778,259,4684.76
14193,67.6013888888889,42,853.39
14194,4.55694444444444,579,11349.52
14195,201.563194444444,7,1012
14196,106.565972222222,6,335.52
14198,18.3090277777778,39,701.4
14199,218.427777777778,2,185.4
14201,60.4395833333333,37,747.44
14204,2.43194444444444,44,161.03
14205,16.5451388888889,24,466.7
14206,239.306944444444,20,328.16
14208,94.4666666666667,10,151.74
14209,10.5708333333333,87,2073.43
14210,105.475,102,1905.84
14211,53.4423611111111,112,2241.1
14212,89.46875,9,1070.48
14214,30.5618055555556,67,1004.38
14215,11.4868055555556,108,1789.72
14216,3.37777777777778,59,1839.3
14217,1.50486111111111,100,2004.98
14218,42.5833333333333,12,169.48
14219,4.31736111111111,7,89.94
14220,247.442361111111,21,632.4
14221,42.4291666666667,193,3432.8
14222,177.304166666667,41,683.17
14223,92.4319444444444,60,991.13
14224,110.441666666667,118,1050.12
14226,28.5180555555556,67,2232.19
14227,26.3416666666667,175,3350.96
14229,51.5805555555556,40,1547.2
14231,183.538194444444,50,925.71
14232,42.5354166666667,115,2048.07
14233,49.3375,35,1462.72
14234,22.2548611111111,159,775.46
14235,75.3909722222222,79,3144.86
14236,80.6159722222222,15,490.86
14237,373.444444444444,9,161
14238,326.388888888889,8,146.85
14239,43.3888888888889,112,2380.85
14240,30.4270833333333,42,890.34
14241,183.509722222222,10,213.7
14242,234.509722222222,16,280.55
14243,8.53333333333333,141,2588.77
14245,219.638888888889,108,1693.45
14246,110.506944444444,75,1474.06
14247,278.360416666667,20,136.77
14248,318.385416666667,8,302.58
14250,7.39583333333333,111,1904.05
14251,1.64444444444444,78,2879.7
14256,260.446527777778,53,969.06
14257,64.2958333333333,106,3099.72
14258,9.35625,111,12669.98
14259,141.552777777778,5,120
14261,50.5805555555556,52,1163.45
14262,8.40486111111111,143,2618.23
14264,154.569444444444,17,333.97
14265,109.436111111111,31,530.18
14267,162.577083333333,55,1516.24
14270,331.602083333333,29,492.65
14271,225.467361111111,10,112.32
14272,73.5777777777778,33,437.96
14273,51.4444444444444,29,559.97
14276,98.59375,64,1119.74
14277,15.3743055555556,225,4216.2
14280,196.557638888889,8,134.04
14282,3.28888888888889,156,3729.34
14284,30.6590277777778,32,595.25
14285,21.3819444444444,27,1910.01
14286,23.5597222222222,280,4628.75
14287,8.44097222222222,9,176.63
14288,213.443055555556,16,426.6
14289,8.51111111111111,47,911.26
14290,11.4152777777778,101,2314.65
14291,1.56527777777778,237,3883.25
14292,7.50694444444444,100,4871.93
14293,3.36319444444444,61,1046.56
14295,40.3402777777778,5,166.2
14297,17.6208333333333,62,1305.33
14298,8.45,1637,51527.3
14299,8.32986111111111,143,3965.62
14300,18.6270833333333,3,43.2
14301,117.352083333333,13,640.14
14304,222.506944444444,17,383.45
14305,71.3548611111111,105,1858.96
14306,51.4423611111111,33,2093.32
14307,88.5986111111111,180,2995.72
14309,8.43541666666667,117,2352.53
14311,242.573611111111,20,310.26
14312,46.5930555555556,87,1611.59
14314,106.55625,8,120
14315,44.4958333333333,101,2481.13
14317,64.5527777777778,24,508.58
14320,206.608333333333,31,477.79
14321,10.5923611111111,123,1530.75
14323,114.515972222222,36,605.06
14326,242.372222222222,8,183.85
14327,163.418055555556,12,311.65
14329,17.3402777777778,259,5014.84
14331,124.446527777778,28,462.66
14332,22.5041666666667,26,866.31
14333,67.5569444444444,15,415.2
14334,16.5826388888889,162,2552.21
14335,16.4298611111111,63,468.26
14336,16.5138888888889,90,1614.91
14338,161.411111111111,31,588.22
14339,242.5375,14,309.52
14340,218.594444444444,6,134.7
14341,45.3416666666667,129,2182.28
14342,21.44375,21,668.56
14344,127.422916666667,71,889.93
14345,38.5895833333333,6,108.98
14346,120.592361111111,60,1021.58
14348,260.317361111111,18,409.57
14349,10.3479166666667,31,133.5
14350,274.406944444444,18,282.93
14351,164.502777777778,1,51
14352,157.346527777778,47,1078.96
14353,215.329166666667,6,90.6
14354,5.51944444444444,9,163.62
14355,365.488888888889,11,174.4
14356,79.6125,33,701.23
14357,43.3173611111111,41,225.77
14359,19.4465277777778,55,912.18
14360,31.6166666666667,118,2128.23
14362,22.3694444444444,41,161.2
14364,108.540972222222,69,3717.35
14367,8.44513888888889,524,9261.52
14368,319.588888888889,8,155
14371,295.309027777778,4,100.5
14373,358.347222222222,4,76.55
14375,185.427777777778,75,257.68
14377,191.436111111111,11,617.05
14379,44.3034722222222,46,348.1
14381,52.2847222222222,56,202.68
14382,26.3208333333333,131,626.07
14383,38.3381944444444,59,1247.69
14385,9.35,14,202.11
14386,296.59375,7,142.4
14387,32.4798611111111,140,1770.56
14388,10.4361111111111,186,3212.84
14389,65.3631944444444,45,1043.46
14390,10.4243055555556,286,4652.82
14393,218.238888888889,5,67.95
14395,2.39305555555556,350,3507.71
14396,65.3270833333333,73,487.99
14397,2.60972222222222,87,2612.96
14400,149.340277777778,25,574.7
14401,4.4375,182,4051.48
14403,130.460416666667,20,1475.81
14404,33.4791666666667,103,1474.32
14406,119.295833333333,8,156.75
14407,107.415277777778,73,2157.73
14408,10.5131944444444,107,2606.53
14409,71.2375,54,2059.45
14410,92.3694444444444,193,1105.07
14411,310.544444444444,14,1063
14412,42.5520833333333,43,770.03
14413,362.432638888889,23,122.7
14414,91.49375,97,1496.98
14415,1.39027777777778,590,5900.28
14416,22.3597222222222,14,490.22
14418,3.51458333333333,124,1937.25
14419,10.5263888888889,206,1058.06
14420,99.2451388888889,29,387.52
14421,57.4416666666667,27,813.11
14422,0.523611111111111,222,4263.64
14423,218.366666666667,3,265.2
14424,17.5083333333333,1,322.08
14426,23.4826388888889,224,4481.67
14427,50.4006944444444,17,363.34
14428,7.44652777777778,144,1244.83
14431,302.555555555556,17,470.36
14432,9.66388888888889,382,2255.51
14434,21.6277777777778,12,1372.8
14436,98.5743055555556,9,89.06
14437,365.60625,5,63
14438,306.377777777778,9,131.9
14439,319.514583333333,32,2661.24
14440,8.34583333333333,55,2357.68
14441,0.620138888888889,51,1712.89
14442,204.516666666667,63,1589.82
14443,53.5763888888889,93,1420.2
14446,0.518055555555556,293,1039.58
14447,18.6472222222222,70,1163.23
14448,9.42361111111111,20,375.35
14449,18.4958333333333,258,907.1
14450,180.551388888889,40,483.25
14451,60.4319444444444,109,662.59
14452,10.4958333333333,62,264.44
14453,190.40625,22,119.93
14456,5.41736111111111,970,3062.4
14457,310.597916666667,4,113.64
14459,155.434027777778,37,1837.92
14460,110.403472222222,16,434.34
14461,148.284027777778,180,2103.06
14462,66.3368055555556,240,2004.02
14463,98.3611111111111,6,529.62
14465,246.473611111111,130,1058.62
14466,29.4118055555556,72,2272.4
14467,17.4666666666667,90,598.76
14470,11.5618055555556,43,461.19
14472,103.540972222222,281,1936.84
14473,74.3680555555556,7,234.34
14474,46.4402777777778,29,547.66
14475,71.5513888888889,42,925.85
14476,257.347916666667,19,215.7
14477,19.5340277777778,10,1309.6
14479,253.620138888889,18,316.25
14480,11.3090277777778,13,279.05
14481,164.556944444444,30,636.51
14482,18.4486111111111,144,2068.15
14483,281.565277777778,9,137.1
14484,50.4090277777778,14,321.92
14485,38.4826388888889,47,165.75
14487,26.4881944444444,144,1196.33
14488,67.6041666666667,46,1064.28
14489,207.38125,30,463.38
14491,175.359722222222,17,340.93
14493,7.32361111111111,120,2383.24
14494,25.6104166666667,7,139.56
14495,50.4805555555556,6,123.8
14496,311.624305555556,19,538.81
14497,309.290972222222,29,475.37
14498,42.49375,193,1957.32
14499,26.4576388888889,194,815.32
14500,88.3020833333333,7,356.85
14501,183.498611111111,10,251.21
14502,19.5069444444444,624,2470.67
14503,3.4375,164,3543.26
14504,47.3333333333333,107,673.26
14505,17.34375,799,5905.64
14506,17.4569444444444,316,2012.17
14507,23.4854166666667,96,1383.18
14508,22.175,57,276.42
14511,11.2881944444444,68,1314.81
14512,187.472916666667,23,275.28
14513,100.524305555556,12,455.59
14514,61.3298611111111,73,1055.35
14515,17.5159722222222,101,2102.09
14517,33.4027777777778,18,330.45
14518,64.3868055555556,16,174.37
14520,1.59305555555556,4,270.6
14522,24.4416666666667,17,974.54
14523,108.449305555556,12,241.09
14524,31.4798611111111,203,1867.68
14525,19.5159722222222,291,4332.2
14527,2.48680555555556,972,8508.82
14528,37.2854166666667,18,364.22
14529,60.35625,229,620.04
14530,25.5569444444444,216,2925.91
14532,236.454861111111,64,932.85
14533,24.4965277777778,62,1949.72
14534,2.48680555555556,519,4447.05
14535,60.3479166666667,330,2864.19
14536,259.485416666667,19,171.8
14537,57.5458333333333,10,355.56
14538,64.5618055555556,19,388.25
14539,15.5902777777778,32,537.48
14540,9.57291666666667,76,996.26
14541,58.5777777777778,111,1461.65
14542,185.653472222222,5,103.25
14543,28.46875,72,3630.33
14544,24.3708333333333,114,2024.45
14546,5.45833333333333,399,2578.09
14547,3.5375,366,4007.54
14548,150.486805555556,4,652.8
14549,311.425694444444,56,289.24
14550,10.4916666666667,48,765.62
14551,18.4333333333333,10,186.23
14552,151.465972222222,58,165.07
14553,19.4444444444444,113,859.27
14554,10.3027777777778,216,2381.04
14555,57.3166666666667,21,324.14
14557,85.3416666666667,16,788.38
14560,7.35972222222222,74,2237.77
14561,75.4729166666667,69,1080.76
14562,3.53819444444444,423,5074.77
14565,95.6201388888889,127,3099.12
14566,110.538194444444,4,1432
14567,56.56875,33,1530.36
14569,1.37638888888889,12,227.39
14570,280.543055555556,29,218.06
14572,3.38888888888889,270,2832.84
14573,179.53125,235,1653.42
14576,372.25625,1,35.4
14577,12.4673611111111,123,859.71
14578,3.27916666666667,24,168.63
14581,16.4729166666667,17,138.6
14582,40.5027777777778,6,114.11
14583,5.47777777777778,330,1052.55
14584,169.227083333333,100,1042.26
14585,50.39375,29,157.05
14586,276.580555555556,19,237.36
14587,18.5180555555556,383,1601.14
14589,371.5125,3,39.75
14591,15.41875,197,1447.14
14592,35.3090277777778,164,570.46
14593,21.4666666666667,152,617.99
14594,7.43888888888889,53,379.83
14595,19.4916666666667,102,1740.6
14597,11.4493055555556,55,883.15
14598,44.4451388888889,50,221.97
14600,305.591666666667,25,393.33
14601,10.5916666666667,7,213.96
14603,274.564583333333,2,660
14606,1.18888888888889,2700,12156.65
14607,15.5590277777778,86,16569.5
14608,4.29722222222222,20,1785.15
14609,72.4625,4,601.56
14616,242.5875,3,406.08
14618,9.42708333333333,16,553.44
14619,245.682638888889,20,394.44
14620,205.501388888889,26,412.78
14621,1.31805555555556,92,1788.36
